Character,#,Text,Char ID,Skill ID,Name,Skill Type,Cost,Target,Damage Type,Damage,Inflict,Accuracy,Effect,Self
Waluigi,3,"Wall-Luigi!
[SUP] Cost 5 SP
Self : [Taunt 3, Shield 3] [+2 SPD,ACC]",272,2726,"Wall-Luigi!",SUP,5 SP,Self,,,,,,
Waluigi,4,"Showtime
[SUP] Cost 4 SP
All Enemies : [Doom 2, Slow 2] 
Self : [Combo 2, Reveal 1]",272,2727,"Showtime",SUP,4 SP,All Enemies,,,,,,
Meimu,1,"Formless Wave
[MAG] Cost X SP
X Enemies : [Dark 2]
This Skill has +1 ACC. 
X = Choose a number from 1 to 3.",273,2734,"Formless Wave",MAG,X SP,X Enemies,Dark,2,,,,
Meimu,2,"Formless Movement
[SUP] Cost 3 SP
Self : [Cure 0]
Swap with an ally in front.
This Skill has Combo.  ",273,2735,"Formless Movement",SUP,3 SP,Self,,,,,,
Meimu,3,"Boundary of Shadow and Substance
[MAG] Cost 5 SP
One Enemy : [Impact 8]
This Skill has Scope. 
This Skill misses if target doesn't share Meimu's slot number.",273,2736,"Boundary of Shadow and Substance",MAG,5 SP,One Enemy,Impact,8,,,,
Meimu,4,"""Let this World Return to Nothingness!""
[MAG] Cost 8 SP
All Enemies : [Dark 10]
This Skill only hits targets with Apathy.
This Skill has -1 ACC. ",273,2737,"""Let this World Return to Nothingness!""",MAG,8 SP,All Enemies,Dark,10,,,,
Meimu,5,"""End of Fantasy ~ Gensokyo Reloaded""
[SUP] Cost 10
Every Enemy : [Death 0] 
This Skill can only be used if every enemy is Apathetic.",273,2738,"""End of Fantasy ~ Gensokyo Reloaded""",SUP,10,Every Enemy,,,,,,
Tiki,1,"Dragonstone+
[MAG] Cost 5 SP
One Enemy : [Mystic 7]",274,2744,"Dragonstone+",MAG,5 SP,One Enemy,Mystic,7,,,,
Tiki,2,"Armored Blow
[ATK] Cost 4 SP
One Enemy : [Impact 5]
Self : [+2 DEF]  ",274,2745,"Armored Blow",ATK,4 SP,One Enemy,Impact,5,,,,
Tiki,3,"Breath of Fog
[MAG] Cost 4 SP
One Enemy : [Mystic 2]
Self : Recover 2 HP. 
If the target has a passive that contains the word ""Dragon"",
this Skill deals +10 damage.",274,2746,"Breath of Fog",MAG,4 SP,One Enemy,Mystic,2,,,,
Tiki,4,"Tiki's Tear
[SUP] Cost 5 SP
One Ally : [+3 HP,SP] Recover 3 HP and SP.",274,2747,"Tiki's Tear",SUP,5 SP,One Ally,,,,,,
Nanami,1,"Effective Plan
[SUP] Cost 4 SP
All Allies : [+2 SP] Recover 2 SP",275,2754,Effective Plan,SUP,4 SP,All Allies,,,,,,
Nanami,2,"Revealing One's Hand
[SUP] Cost 0 SP
Self : [Reveal 3] [-3 ACC] [Bold 4]",275,2755,Revealing One's Hand,SUP,0 SP,Self,,,,,,
Nanami,3,"Ratio Technique
[ATK] Cost 6 SP
One Enemy : [Blade 6]
This Skill has Break, Direct 2 and +3 ACC.",275,2756,Ratio Technique,ATK,6 SP,One Enemy,Blade,6,,,,
Nanami,4,"Collapse
[ATK] Cost 10 SP
All Enemies : [Impact 8] 
This Skill can only be used while on Overtime. 
This Skill has -1 ACC and Break.",275,2757,Collapse,ATK,10 SP,All Enemies,Impact,8,,,,
Rei'sen,1,"LN Hazymoon Rifle
[MAG] Cost 6 SP
One Enemy : [Astral 10]
This skill can only be used while Cloaked.  ",276,2764,"LN Hazymoon Rifle",MAG,6 SP,One Enemy,Astral,10,,,,
Rei'sen,2,"Kolt Laser Pistol
[MAG] Cost 4 SP
One Enemy : [Astral 6]  ",276,2765,"Kolt Laser Pistol",MAG,4 SP,One Enemy,Astral,6,,,,
Rei'sen,3,"Lunar Veil
[SUP] Cost 2 SP
Self : Swap with any ally. Recover 12 SP and gain [Crisis 2].",276,2766,"Lunar Veil",SUP,2 SP,Self,,,,,,
Rei'sen,4,"Hawk's Talon Kick
[ATK] Cost 3 SP
One Enemy : [Impact 5] [Shock 2]
This Skill has Direct 2.",276,2767,"Hawk's Talon Kick",ATK,3 SP,One Enemy,Impact,5,,,,
Nue,1,"Undefined Darkness
[SUP] Cost 3 SP
One Ally : [Cloak 3] [Distance 1]",277,2774,Undefined Darkness,SUP,3 SP,One Ally,,,,,,
Nue,2,"Danmaku Chimera
[MAG] Cost 3 SP
One Enemy : [X 5]
X = damage type of choice ",277,2775,Danmaku Chimera,MAG,3 SP,One Enemy,X,5,,,,
Nue,3,"Nightmare of Heiankyou
[ATK] Cost 6 SP
All Enemies : [Dark 4] {50% Terror 3}
This Skill has -1 ACC",277,2776,"Nightmare of Heiankyou",ATK,6 SP,All Enemies,Dark,4,,,,
Nue,4,"The Bow of Genzanmi Yorimasa
[ATK] Cost 3 SP
One Enemy : [Pierce 2] [Bleak 3]
This Skill has Scope.",277,2777,"The Bow of Genzanmi Yorimasa",ATK,3 SP,One Enemy,Pierce,2,,,,
Potemkin,1,"Potemkin Buster
[ATK] Cost 4 SP
One Enemy : [Impact 10]
This Skill has -4 ACC and Direct.",278,2784,Potemkin Buster,ATK,4 SP,One Enemy,Impact,10,,,,
Potemkin,2,"Hammerfall
[ATK] Cost 2 SP
One Enemy : [Impact 2]
Self : [Scope 1]",278,2785,Hammerfall,ATK,2 SP,One Enemy,Impact,2,,,,
Potemkin,3,"Slide Head
[ATK] Cost 2 SP
All Enemies : [Impact 0] [Stuck 2]
This Skill has -3 ACC. ",278,2786,Slide Head,ATK,2 SP,All Enemies,Impact,0,,,,
Potemkin,4,"Heavenly Potemkin Buster
[ATK] Cost 10 SP
One Enemy : [Impact 18]
This Skill has -6 ACC and Direct.",278,2787,Heavenly Potemkin Buster,ATK,10 SP,One Enemy,Impact,18,,,,
VIVIT,1,"Wide Shot
[ATK] Cost 5 SP
All Enemies : [Astral 4]
This Skill has -1 ACC.",279,2794,"Wide Shot",ATK,5 SP,All Enemies,Astral,4,,,,
VIVIT,2,"Homing Missile
[ATK] Cost 4 SP
One Enemy : [Impact 4]
This Skill has Scope and +2 ACC. ",279,2795,Homing Missile,ATK,4 SP,One Enemy,Impact,4,,,,
VIVIT,3,"Laser
[ATK] Cost 6 SP
Two Enemies : [Electric 5]
This Skill has Break 2.",279,2796,Laser,ATK,6 SP,Two Enemies,Electric,5,,,,
VIVIT,4,"Broken Strawberry Shortcake
[SUP] Cost 6 SP
One Ally : [Refresh 2]",279,2797,"Broken Strawberry Shortcake",SUP,6 SP,One Ally,,,,,,
Faust,1,"What Could This Be?
[SUP] Cost 3 SP
Roll a D10.
1: Bomb [ATK] One Enemy [Fire 8] -4 ACC.
2: Banana [SUP] One Target [Slow 1, Heavy 1] Recover 6 HP and SP.
3: Donut [SUP] One Ally [Cure 0] Recover 6 HP.
4: Afro [SUP] One Enemy [Reveal 2, Vulnerable [Fire] 2] [-2 EVA]
5: Hammer [ATK] One Enemy [Impact 6]
6: Mini Faust [SUP] One Enemy [Trap 6]
7: 100T Weight [SUP] All Targets [Slow 1, Heavy 1]
8: Your opponent chooses a character in front to make this attack instead of Faust.
   Trumpet [ATK] All Enemies [Impact 3] -1 ACC.
9: Meteors [MAG] All Enemies [Fire 3] -1 ACC.
10: Roll again.",280,2804,What Could This Be?,SUP,3 SP,1,,,,,,
Faust,2,"Thrust
[ATK] Cost 4 SP
One Enemy : [Blade 4]
If this skill hits, you may swap
the target enemy with an enemy in Front. ",280,2805,Thrust,ATK,4 SP,One Enemy,Blade,4,,,,
Faust,3,"Snip Snip Snip
[ATK] Cost 4 SP
One Enemy : [Blade 3] [Reveal 2, Vulnerable [Fire] 2] [-2 EVA]",280,2806,Snip Snip Snip,ATK,4 SP,One Enemy,Blade,3,,,,
Faust,4,"Scarecrow
[ATK] Cost 6 SP
One Enemy : [Blade 4] [Terror 3]
This Skill has Scope.",280,2807,Scarecrow,ATK,6 SP,One Enemy,Blade,4,,,,
Faust,5,"Bone-crushing Excitement
[ATK] Cost 8 SP
One Enemy : [Impact 4] [Stun 2]",280,2808,Bone-crushing Excitement,ATK,8 SP,One Enemy,Impact,4,,,,
Sayaka Miki,1,"Weapon: Cutlass
[ATK] Cost 2 SP
One Enemy : [Blade 1]
This Skill has Adept 3. ",281,2814,"Weapon: Cutlass",ATK,2 SP,One Enemy,Blade,1,,,,
Sayaka Miki,2,"Connect: My Turn Now!
[SUP] Cost 5 SP
One Ally : [+2 ATK,MAG] [Regenerate 2] Recover 3 HP.",281,2815,"Connect: My Turn Now!",SUP,5 SP,One Ally,,,,,,
Sayaka Miki,3,"Magia: Prestissimo Agitato
[ATK] Cost 7 SP
One Enemy : [Blade 6]
Self : [Resolve 2, Crit 2]",281,2816,"Magia: Prestissimo Agitato",ATK,7 SP,One Enemy,Blade,6,,,,
Sayaka Miki,4,"Doppel: Oktavia von Seckendorff
[ATK] Cost 10 SP
One Enemy : [Blade 8]
Self : [Counter 4, Crit 2]",281,2817,"Doppel: Oktavia von Seckendorff",ATK,10 SP,One Enemy,Blade,8,,,,
Sayaka Miki (Magical Girl),1,"Weapon: Cutlass
[ATK] Cost 2 SP
One Enemy : [Blade 1]
This Skill has Adept 3. ",282,2824,"Weapon: Cutlass",ATK,2 SP,One Enemy,Blade,1,,,,
Sayaka Miki (Magical Girl),2,"Connect: My Turn Now!
[SUP] Cost 5 SP
One Ally : [+2 ATK,MAG] [Regenerate 2] Recover 3 HP.",282,2825,Connect: My Turn Now!,SUP,5 SP,One Ally,,,,,,
Sayaka Miki (Magical Girl),3,"Magia: Prestissimo Agitato
[ATK] Cost 7 SP
One Enemy : [Blade 6]
Self : [Resolve 2, Crit 2]",282,2826,Magia: Prestissimo Agitato,ATK,7 SP,One Enemy,Blade,6,,,,
Sayaka Miki (Magical Girl),4,"Doppel: Oktavia von Seckendorff
[ATK] Cost 10 SP
One Enemy : [Blade 8]
Self : [Counter 4, Crit 2]",282,2827,"Doppel: Oktavia von Seckendorff",ATK,10 SP,One Enemy,Blade,8,,,,
Alucard,1,"Alucard Sword
[ATK] Cost 3 SP
One Enemy : [Blade 4]
Self : [Cloak 2] ",283,2834,Alucard Sword,ATK,3 SP,One Enemy,Blade,4,,,,
Alucard,2,"Alucard Shield
[SUP] Cost 5 SP
Self : [Shield 3, Thorns 4]   ",283,2835,Alucard Shield,SUP,5 SP,Self,,,,,,
Alucard,3,"Hellfire
[MAG] Cost 6 SP
Three Enemies : [Fire 6]
This Skill has -1 ACC. ",283,2836,Hellfire,MAG,6 SP,Three Enemies,Fire,6,,,,
Alucard,4,"Bible
[SUP] Cost 2 SP
Self : [Crit 3]",283,2837,Bible,SUP,2 SP,Self,,,,,,
Sekibanki (暁Records),1,"Bang! Bang!
[ATK] Cost 2 SP
One Enemy : [Impact X * 2]
X = Number of Heads on target. ",284,2844,"Bang! Bang!",ATK,2 SP,One Enemy,#N/A,,,,,
Sekibanki (暁Records),2,"Ruler of the Night
[SUP] Cost 3 SP
Self : [Cloak 3] [2 Heads]  ",284,2845,"Ruler of the Night",SUP,3 SP,Self,,,,,,
Sekibanki (暁Records),3,"Kawaii~♡
[SUP] Cost 5 SP
All Allies : Recover X SP.
All Enemies : [Shock X]
X = Number of Heads on target. ",284,2846,"Kawaii~♡",SUP,5 SP,All Allies,,,,,,
Sekibanki (暁Records),4,"Kakkoii♥
[SUP] Cost 5 SP
All Allies : [Shade X]
All Enemies : [Terror X]
X = Number of Heads on target.",284,2847,"Kakkoii♥",SUP,5 SP,All Allies,,,,,,
Sekibanki (暁Records),5,"Maka-fukashigi
[MAG] Cost 4 SP
All Enemies : [Dark X * 3]
This Skill has -1 ACC.
X = Shock and Terror on target",284,2848,"Maka-fukashigi",MAG,4 SP,All Enemies,#N/A,,,,,
Sylas,1,"Petricite Burst
[ATK] Cost X Unshackled
Two Enemiese: [Impact 1]
This Skill has Adept X and Break 2. 
X = Amount of Unshackled.
This skill cannot be used if X = 0. ",285,2854,"Petricite Burst",ATK,X Unshackled,Two Enemiese,Impact,1,,,,
Sylas,2,"Chain Lash
[MAG] Cost 3 SP
One Enemy : [Impact 4] [-2 EVA] ",285,2855,"Chain Lash",MAG,3 SP,One Enemy,Impact,4,,,,
Sylas,3,"Kingslayer
[MAG] Cost 4 SP
One Enemy : [Impact 4]
Self : [+2 EVA]
On hit, recover 2 HP. ",285,2856,"Kingslayer",MAG,4 SP,One Enemy,Impact,4,,,,
Sylas,4,"Abscond and Abduct
[MAG] Cost 4 SP
One Enemy : [Impact 2] [Weaken 2, Disable 2]
Self : Swap Sylas with a character in front.",285,2857,"Abscond and Abduct",MAG,4 SP,One Enemy,Impact,2,,,,
Sylas,5,"Hijack
[MAG] Cost 0 SP
One Enemy : [Impact 0]
On hit, gain [Y] if Sylas doesn't have [Y Used].
Y = Target's Name
If Sylas has [Name], instead of using the above skill,
use one of that character's skills at no cost.
In this case, [Name] becomes [Name Used].",285,2858,"Hijack",MAG,0 SP,One Enemy,Impact,0,,,,
Medias,1,"Cold Claw ""Flightless Bird Standing on its Claws""
[ATK] Cost 2 SP
All Enemies : [Cold 0]
This Skill has +1 ACC.  ",286,2864,"Cold Claw ""Flightless Bird Standing on its Claws""",ATK,2 SP,All Enemies,Cold,0,,,,
Medias,2,"Frozen Path ""Penguin Highway""
[SUP] Cost 4 SP
All Allies : [+2 ACC, +1 EVA] [Resist [Cold] 2]",286,2865,"Frozen Path ""Penguin Highway""",SUP,4 SP,All Allies,,,,,,
Medias,3,"Royal River ""Emperor's Sword""
[ATK] Cost 6 SP
One Enemy : [Blade 10] [+2 EVA] [Distance 2]
This Skill has +2 ACC.",286,2866,"Royal River ""Emperor's Sword""",ATK,6 SP,One Enemy,Blade,10,,,,
Cypher,1,"Ghost
[ATK] Cost 3 SP
One Enemy : [Pierce 4]
This Skill has Windsweep.",287,2874,"Ghost",ATK,3 SP,One Enemy,Pierce,4,,,,
Cypher,2,"Trapwire
[SUP] Cost 3 SP
One Ally : [Ward [Crisis 2] 3]",287,2875,"Trapwire",SUP,3 SP,One Ally,,,,,,
Cypher,3,"Cyber Cage
[SUP] Cost 2 SP
One Target : [Blind 2, Cloak 2]   ",287,2876,"Cyber Cage",SUP,2 SP,One Target,,,,,,
Cypher,4,"Spycam
[SUP] Cost 2 SP
Self : [Spycam]
This skill can Combo into Trapwire or Cyber Cage.",287,2877,"Spycam",SUP,2 SP,Self,,,,,,
Cypher,5,"Neural Theft
[SUP] Cost 5 SP
Every Enemy : [Reveal 2]
This Skill can only be used if at least 1 enemy is KO'ed.",287,2878,"Neural Theft",SUP,5 SP,Every Enemy,,,,,,
Advent Cirno,1,"Watermelon Sword
[ATK] Cost 3 SP
One Enemy : [Blade 6]
Self : Gain [+1 Limit]
This Skill has Direct 2 and -2 ACC. ",288,2884,"Watermelon Sword",ATK,3 SP,One Enemy,Blade,6,,,,
Advent Cirno,2,"Winning Sword
[ATK] Cost 3 SP
One Enemy : [Blade 3] {50% *2 damage}
Self : Gain [+1 Limit]
This Skill has Direct 2.",288,2885,"Winning Sword",ATK,3 SP,One Enemy,Blade,3,,,,
Advent Cirno,3,"Limit Break: Braver
[ATK] Cost 1 Limit
One Enemy : [Blade 6] {50% *2 damage}
This Skill has Direct and -2 ACC.
This Skill can only be used if Cirno has at least 2 Swords.",288,2886,"Limit Break: Braver",ATK,1 Limit,One Enemy,Blade,6,,,,
Advent Cirno,4,"Limit Break: Version ➈ Omnislash
[ATK] Cost 3 Limit and 6 Swords
One Enemy : [Blade 3] {50% *2 damage} [Stuck 1]
This Skill has Direct and Adept 5.",288,2887,"Limit Break: Version ➈ Omnislash",ATK,3 Limit and 6 Swords,One Enemy,Blade,3,,,,
